Request time;Update time;Time;Min/max temperature, deg. C;Pressure, mmHg;Wind speed, m/s;Wind direction;Precipitation, mm;Probability of precipitation, pct;Conditions
;;2022-05-17 02:00:00;7;733;2;Ю-З;1.1;83;Переменная облачность, кратковременный дождь
;;2022-05-17 14:00:00;19;735;4;З;4.2;83;Облачно, дождь
;;2022-05-18 02:00:00;6;738;3;Ю-З;0;-;Переменная облачность, без осадков
;;2022-05-18 14:00:00;18;740;4;З;7.1;79;Облачно, дождь
;;2022-05-19 02:00:00;6;741;3;Ю-З;0.1;75;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-05-19 14:00:00;17;746;4;З;0.3;70;Облачно, небольшой кратковременный дождь
;;2022-05-20 02:00:00;6;744;2;С-В;6.4;74;Облачно, дождь
;;2022-05-20 14:00:00;16;743;1;Ю-З;5.6;74;Облачно, дождь
2022-05-14 17:25:09;в 10:29 МСК;2022-05-14 14:00:00;17;737;4;Ю-З;0.1;99;Облачно с прояснениями, без осадков
;;2022-05-15 02:00:00;5;739;4;Ю-З;0;-;Облачно с прояснениями, без осадков
;;2022-05-15 14:00:00;19;740;4;Ю-З;0.7;87;Облачно, небольшой дождь
;;2022-05-16 02:00:00;4;736;2;Ю-З;3.2;57;Облачно, временами дождь
;;2022-05-16 14:00:00;18;732;1;Ю;2.7;91;Облачно, небольшой дождь
;;2022-05-17 02:00:00;7;732;3;Ю-З;8.4;87;Облачно, дождь
;;2022-05-17 14:00:00;17;735;4;З;2;87;Облачно, дождь
;;2022-05-18 02:00:00;6;735;3;Ю-З;4.7;83;Облачно, дождь
;;2022-05-18 14:00:00;18;738;3;Ю-З;2.2;83;Облачно, дождь
;;2022-05-19 02:00:00;6;740;4;З;0.3;79;Облачно, небольшой кратковременный дождь
;;2022-05-19 14:00:00;17;738;4;З;4.1;79;Облачно, дождь
;;2022-05-20 02:00:00;5;740;1;Ю;1;64;Облачно, небольшой дождь
;;2022-05-20 14:00:00;16;745;2;Ю-З;0.1;75;Облачно с прояснениями, небольшой кратковременный дождь
2022-05-15 05:25:08;в 18:15 МСК;2022-05-15 14:00:00;20;739;4;Ю-З;0.7;87;Облачно, небольшой дождь
;;2022-05-16 02:00:00;5;735;2;Ю-З;3.2;57;Облачно, временами дождь
;;2022-05-16 14:00:00;18;731;1;Ю;2.7;91;Облачно, небольшой дождь
;;2022-05-17 02:00:00;7;731;3;Ю-З;8.4;87;Облачно, дождь
;;2022-05-17 14:00:00;17;735;4;З;2;87;Облачно, дождь
;;2022-05-18 02:00:00;6;735;3;Ю-З;4.7;83;Облачно, дождь
;;2022-05-18 14:00:00;18;738;3;Ю-З;2.2;83;Облачно, дождь
;;2022-05-19 02:00:00;6;740;4;З;0.3;79;Облачно, небольшой кратковременный дождь
;;2022-05-19 14:00:00;17;738;4;З;4.1;79;Облачно, дождь
;;2022-05-20 02:00:00;5;740;1;Ю;1;64;Облачно, небольшой дождь
;;2022-05-20 14:00:00;16;744;2;Ю-З;0.1;75;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-05-21 02:00:00;5;744;3;З;0;-;Облачно с прояснениями, без осадков
;;2022-05-21 14:00:00;18;742;4;Ю-З;0.1;74;Облачно, небольшой кратковременный дождь
2022-05-15 17:25:10;в 10:29 МСК;2022-05-15 14:00:00;19;739;4;Ю-З;1.1;78;Облачно, небольшой дождь
;;2022-05-16 02:00:00;4;737;2;Ю-З;0;-;Переменная облачность, без осадков
;;2022-05-16 14:00:00;21;735;2;Ю-В;1.2;66;Облачно, временами небольшой дождь
;;2022-05-17 02:00:00;7;733;2;З;8.8;91;Облачно, дождь
;;2022-05-17 14:00:00;17;735;3;З;5.1;91;Облачно, дождь
;;2022-05-18 02:00:00;6;735;3;Ю-З;0.8;67;Облачно с прояснениями, временами небольшой дождь
;;2022-05-18 14:00:00;17;736;4;Ю-З;1.6;83;Облачно, небольшой дождь
;;2022-05-19 02:00:00;4;737;3;Ю-З;0;-;Облачно, без осадков
;;2022-05-19 14:00:00;15;741;4;З;0.2;64;Облачно, временами небольшой дождь
;;2022-05-20 02:00:00;3;743;3;З;0;-;Небольшая облачность, без осадков
;;2022-05-20 14:00:00;15;741;2;Ю-З;0;-;Облачно, без осадков
;;2022-05-21 02:00:00;4;736;2;С-В;5.1;75;Облачно, дождь
;;2022-05-21 14:00:00;12;732;3;С;13;75;Облачно, дождь
2022-05-16 05:25:07;в 18:16 МСК;2022-05-16 14:00:00;21;734;2;Ю-В;1.2;66;Облачно, временами небольшой дождь
;;2022-05-17 02:00:00;7;733;2;З;8.8;91;Облачно, дождь
;;2022-05-17 14:00:00;17;735;3;З;5.1;91;Облачно, дождь
;;2022-05-18 02:00:00;6;734;3;Ю-З;0.8;67;Облачно с прояснениями, временами небольшой дождь
;;2022-05-18 14:00:00;17;735;4;Ю-З;1.6;83;Облачно, небольшой дождь
;;2022-05-19 02:00:00;4;737;3;Ю-З;0;-;Облачно, без осадков
;;2022-05-19 14:00:00;15;740;4;З;0.2;64;Облачно, временами небольшой дождь
;;2022-05-20 02:00:00;3;742;3;З;0;-;Небольшая облачность, без осадков
;;2022-05-20 14:00:00;15;740;2;Ю-З;0;-;Облачно, без осадков
;;2022-05-21 02:00:00;5;735;2;С-В;5.1;75;Облачно, дождь
;;2022-05-21 14:00:00;12;731;3;С;13;75;Облачно, дождь
;;2022-05-22 02:00:00;3;730;2;С-В;0.9;74;Облачно, небольшой дождь
;;2022-05-22 14:00:00;13;734;2;З;1;74;Облачно, небольшой дождь
2022-05-16 17:25:08;в 10:28 МСК;2022-05-16 14:00:00;21;735;1;Ю;0;-;Облачно, без осадков
;;2022-05-17 02:00:00;7;734;2;З;2.8;94;Облачно, дождь
;;2022-05-17 14:00:00;17;736;3;Ю-З;1.3;95;Облачно, дождь
;;2022-05-18 02:00:00;6;737;3;Ю-З;0;-;Переменная облачность, без осадков
;;2022-05-18 14:00:00;19;737;3;Ю-З;1.3;56;Переменная облачность, небольшой кратковременный дождь
;;2022-05-19 02:00:00;5;736;3;Ю-З;0.1;86;Переменная облачность, небольшой кратковременный дождь
;;2022-05-19 14:00:00;15;737;4;З;0.4;62;Облачно, небольшой дождь
;;2022-05-20 02:00:00;4;740;3;З;0;-;Облачно с прояснениями, без осадков
;;2022-05-20 14:00:00;15;740;3;З;6.3;75;Облачно с прояснениями, кратковременный дождь
;;2022-05-21 02:00:00;2;734;3;С-З;2;68;Облачно, небольшие осадки
;;2022-05-21 14:00:00;13;734;4;С-З;0.7;75;Облачно, небольшой дождь
;;2022-05-22 02:00:00;2;732;2;С-З;0.1;65;Облачно, временами небольшие осадки
;;2022-05-22 14:00:00;12;736;3;С-З;0.4;57;Облачно, небольшой дождь
2022-05-17 05:25:06;в 18:16 МСК;2022-05-17 14:00:00;17;735;3;Ю-З;1.3;95;Облачно, дождь
;;2022-05-18 02:00:00;6;736;3;Ю-З;0;-;Переменная облачность, без осадков
;;2022-05-18 14:00:00;19;737;3;Ю-З;1.3;56;Переменная облачность, небольшой кратковременный дождь
;;2022-05-19 02:00:00;5;735;3;Ю-З;0.1;86;Переменная облачность, небольшой кратковременный дождь
;;2022-05-19 14:00:00;15;737;4;З;0.4;62;Облачно, небольшой дождь
;;2022-05-20 02:00:00;3;739;3;З;0;-;Облачно с прояснениями, без осадков
;;2022-05-20 14:00:00;15;740;3;З;6.3;75;Облачно с прояснениями, кратковременный дождь
;;2022-05-21 02:00:00;2;734;3;С-З;2;68;Облачно, небольшие осадки
;;2022-05-21 14:00:00;13;734;4;С-З;0.7;75;Облачно, небольшой дождь
;;2022-05-22 02:00:00;2;732;2;С-З;0.1;65;Облачно, временами небольшие осадки
;;2022-05-22 14:00:00;12;736;3;С-З;0.4;57;Облачно, небольшой дождь
;;2022-05-23 02:00:00;2;738;2;З;0;-;Облачно, без осадков
;;2022-05-23 14:00:00;14;739;2;Ю-З;1.4;74;Облачно с прояснениями, небольшой дождь
2022-05-17 17:27:53;в 10:28 МСК;2022-05-17 14:00:00;18;736;3;З;2.9;99;Облачно, дождь
;;2022-05-18 02:00:00;5;737;3;Ю-З;0.6;66;Переменная облачность, небольшой кратковременный дождь
;;2022-05-18 14:00:00;20;737;3;Ю;0.3;58;Облачно с прояснениями, небольшой дождь
;;2022-05-19 02:00:00;6;735;2;Ю-З;2.1;58;Облачно, дождь
;;2022-05-19 14:00:00;16;739;4;З;0.6;91;Облачно, временами небольшой дождь
;;2022-05-20 02:00:00;3;740;3;З;0.4;65;Облачно, временами небольшой дождь
;;2022-05-20 14:00:00;16;739;4;З;0;-;Облачно, без осадков
;;2022-05-21 02:00:00;2;737;1;С;0;-;Небольшая облачность, без осадков
;;2022-05-21 14:00:00;14;737;5;С-В;0;-;Облачно с прояснениями, без осадков
;;2022-05-22 02:00:00;4;736;3;С;0.2;69;Облачно, временами небольшой дождь
;;2022-05-22 14:00:00;12;736;3;З;0.9;79;Облачно, небольшой дождь
;;2022-05-23 02:00:00;2;739;3;З;0;-;Переменная облачность, без осадков
;;2022-05-23 14:00:00;15;742;3;Ю-З;0;-;Облачно, без осадков
2022-05-18 06:28:05;в 18:16 МСК;2022-05-18 14:00:00;20;737;3;Ю;0.3;58;Облачно с прояснениями, небольшой дождь
;;2022-05-19 02:00:00;6;735;2;Ю-З;2.1;58;Облачно, дождь
;;2022-05-19 14:00:00;16;738;4;З;0.6;91;Облачно, временами небольшой дождь
;;2022-05-20 02:00:00;4;740;3;З;0.4;65;Облачно, временами небольшой дождь
;;2022-05-20 14:00:00;16;739;4;З;0;-;Облачно, без осадков
;;2022-05-21 02:00:00;2;737;1;С;0;-;Небольшая облачность, без осадков
;;2022-05-21 14:00:00;14;737;5;С-В;0;-;Облачно с прояснениями, без осадков
;;2022-05-22 02:00:00;4;735;3;С;0.2;69;Облачно, временами небольшой дождь
;;2022-05-22 14:00:00;12;736;3;З;0.9;79;Облачно, небольшой дождь
;;2022-05-23 02:00:00;2;738;3;З;0;-;Переменная облачность, без осадков
;;2022-05-23 14:00:00;15;741;3;Ю-З;0;-;Облачно, без осадков
;;2022-05-24 02:00:00;3;746;2;Ю-З;0;-;Небольшая облачность, без осадков
;;2022-05-24 14:00:00;19;749;3;З;0;-;Небольшая облачность, без осадков
2022-05-18 17:25:05;в 10:29 МСК;2022-05-18 14:00:00;20;737;2;Ю;0;-;Облачно, небольшой кратковременный дождь
;;2022-05-19 02:00:00;7;735;2;З;2.7;77;Облачно, небольшой дождь
;;2022-05-19 14:00:00;16;737;5;З;1.8;95;Облачно, дождь
;;2022-05-20 02:00:00;3;740;3;З;0.5;64;Облачно с прояснениями, небольшой дождь
;;2022-05-20 14:00:00;14;741;3;З;0.1;69;Облачно, небольшой кратковременный дождь
;;2022-05-21 02:00:00;2;737;2;С;0.7;82;Облачно, временами небольшие осадки
;;2022-05-21 14:00:00;13;734;4;С-В;2.3;87;Облачно, дождь
;;2022-05-22 02:00:00;2;732;4;С;0.2;83;Облачно, временами небольшие осадки
;;2022-05-22 14:00:00;12;733;4;С-З;0.3;61;Облачно, небольшой кратковременный дождь
;;2022-05-23 02:00:00;1;733;3;Ю-З;1;63;Облачно с прояснениями, временами небольшие осадки
;;2022-05-23 14:00:00;11;736;5;Ю-З;2.6;79;Переменная облачность, кратковременный дождь
;;2022-05-24 02:00:00;3;742;4;Ю-З;0;-;Облачно с прояснениями, без осадков
;;2022-05-24 14:00:00;13;747;4;Ю-З;0;-;Облачно, без осадков
2022-05-19 06:00:30;в 18:15 МСК;2022-05-19 14:00:00;16;737;5;З;1.8;95;Облачно, дождь
;;2022-05-20 02:00:00;3;739;3;З;0.5;64;Облачно с прояснениями, небольшой дождь
;;2022-05-20 14:00:00;14;740;3;З;0.1;69;Облачно, небольшой кратковременный дождь
;;2022-05-21 02:00:00;3;736;2;С;0.7;82;Облачно, временами небольшие осадки
;;2022-05-21 14:00:00;13;734;4;С-В;2.3;87;Облачно, дождь
;;2022-05-22 02:00:00;2;732;4;С;0.2;83;Облачно, временами небольшие осадки
;;2022-05-22 14:00:00;12;732;4;С-З;0.3;61;Облачно, небольшой кратковременный дождь
;;2022-05-23 02:00:00;1;732;3;Ю-З;1;63;Облачно с прояснениями, временами небольшие осадки
;;2022-05-23 14:00:00;11;735;5;Ю-З;2.6;79;Облачно, дождь
;;2022-05-24 02:00:00;3;742;4;Ю-З;0;-;Облачно с прояснениями, без осадков
;;2022-05-24 14:00:00;13;747;4;Ю-З;0;-;Облачно, без осадков
;;2022-05-25 02:00:00;4;750;2;З;0;-;Облачно с прояснениями, без осадков
;;2022-05-25 14:00:00;17;750;2;Ю-В;2.7;74;Облачно, временами небольшой дождь
2022-05-19 17:25:05;в 10:29 МСК;2022-05-19 14:00:00;15;737;5;З;1;98;Облачно, небольшой дождь
;;2022-05-20 02:00:00;2;738;3;З;0.3;63;Облачно с прояснениями, временами небольшие осадки
;;2022-05-20 14:00:00;14;741;5;З;0;-;Облачно, без осадков
;;2022-05-21 02:00:00;1;739;1;С-В;0;-;Облачно, без осадков
;;2022-05-21 14:00:00;13;735;3;С;13.6;86;Облачно, дождь
;;2022-05-22 02:00:00;1;728;3;С-З;8;87;Облачно, осадки
;;2022-05-22 14:00:00;12;731;2;З;1.4;85;Облачно, дождь
;;2022-05-23 02:00:00;0;733;2;Ю-З;0.7;83;Облачно с прояснениями, небольшие кратковременные осадки
;;2022-05-23 14:00:00;13;734;3;Ю;0.8;71;Облачно, небольшой дождь
